#Format:deltacp   chi^2 
-180 16.9224 
-162 18.2302 
-144 19.3169 
-126 20.0768 
-108 20.4379 
-90 20.3667 
-72 19.8701 
-54 18.9949 
-36 17.825 
-18 16.4756 
0 15.0838 
18 13.7931 
36 12.7342 
54 12.0048 
72 11.6607 
90 11.7227 
108 12.1896 
126 13.0326 
144 14.1818 
162 15.5248 
180 16.9224 
